Insee,Nom,Altitude,code_postal,longitude_radian,latitude_radian,pop99,surface
43075,Collat,1010,43230,0.062986997,0.789688782,80,10.36
43076,Connangles,1000,43160,0.063656033,0.790629278,129,21.99
43077,Costaros,1071,43490,0.067170936,0.78352676,549,3.88
43078,Coubon,640,43700,0.068392665,0.785335113,2708,22.74
43079,Couteuges,560,43230,0.06104289,0.788694891,262,10.57
43080,Craponne-sur-Arzon,940,43500,0.067093371,0.791196531,2653,33.45
43081,Croisances,900,43580,0.063064558,0.783623766,40,7.42
43082,Cronce,680,43300,0.058672156,0.787075622,100,16.34
43083,Cubelles,940,43170,0.06249249,0.785533918,126,12.12
43084,Cussac-sur-Loire,680,43370,0.067796337,0.785194565,1376,10.16
43085,Desges,720,43300,0.060238103,0.785732723,79,16.94
43086,Domeyrat,500,43230,0.061101063,0.789766347,144,9.56
43087,Dunières,760,43220,0.075810309,0.789189373,2949,34.72
43088,Espalem,628,43450,0.056408066,0.790769892,228,14.67
43089,Espaly-Saint-Marcel,650,43000,0.067553948,0.78624658,3552,6.27
43090,Esplantas,1060,43170,0.061891314,0.783778895,95,10.4
43091,Les Estables,1367,43150,0.072489339,0.783735219,325,33.97
43092,Fay-sur-Lignon,1150,43430,0.073803185,0.785160609,399,13.48
43093,Félines,1020,43160,0.065343192,0.79015903,322,20.52
43094,Ferrussac,964,43300,0.059341196,0.787046527,92,17.3
43095,Fix-Saint-Geneys,1109,43320,0.063985708,0.787904664,138,8.1
43096,Fontannes,440,43100,0.059748431,0.790459634,873,10.06
43097,Freycenet-la-Cuche,1190,43150,0.071364578,0.78358009,145,16.29
43098,Freycenet-la-Tour,1128,43150,0.070860367,0.784321847,146,8.07
43099,Frugerès-les-Mines,445,43250,0.057712228,0.792156467,498,1.07
43100,Frugières-le-Pin,520,43230,0.0608926,0.790086326,121,11.61
43101,Goudet,830,43150,0.068542921,0.783449129,63,4.49
43102,Grazac,788,43200,0.07298869,0.788660935,728,21.69
43103,Grenier-Montgon,520,43450,0.055777808,0.790430539,123,5.12
43104,Grèzes,1100,43170,0.060853818,0.784006728,257,35.79
43105,Javaugues,500,43100,0.060722919,0.790415958,157,7.01
43106,Jax,1020,43230,0.063137287,0.788360397,131,12.45
43107,Josat,746,43230,0.062991849,0.789116669,111,12.47
43108,Jullianges,955,43500,0.06615283,0.790721423,382,18.59
43109,Lafarre,960,43490,0.069624098,0.782629874,72,12.82
43110,Lamothe,440,43100,0.059762987,0.790886273,715,12.48
43111,Landos,1100,43340,0.066860648,0.782658969,901,36.94
43112,Langeac,504,43300,0.060950773,0.787187142,4070,34.13
43113,Lantriac,720,43260,0.069885899,0.785446633,1597,23.18
43114,Lapte,840,43200,0.073599561,0.788627046,1253,31.25
43115,Laussonne,922,43150,0.070744003,0.784860005,991,25.08
43116,Laval-sur-Doulon,740,43440,0.062138572,0.79152623,60,12.5
43117,Lavaudieu,463,43100,0.060276881,0.78999904,225,17.64
43118,Lavoûte-Chilhac,494,43380,0.059476947,0.788025838,302,3.66
43119,Lavoûte-sur-Loire,562,43800,0.068169646,0.787468305,687,10.52
43120,Lempdes-sur-Allagnon,440,43410,0.057067414,0.792151607,1371,10.39
43121,Léotoing,620,43410,0.056306258,0.791715248,208,19.78
43122,Lissac,840,43350,0.065721352,0.787749535,239,12.13
43123,Lorlanges,580,43360,0.056999537,0.791264375,241,14.62
43124,Loudes,840,43320,0.065396509,0.786949588,804,25.02
43125,Lubilhac,820,43100,0.056621397,0.789814816,133,24.05
43126,Malrevers,640,43800,0.069216843,0.787138672,691,14.21
43127,Malvalette,576,43210,0.072552356,0.791603795,421,20.97
43128,Malvières,950,43160,0.065120173,0.791264375,103,13.57
43129,Le Mas-de-Tence,1020,43190,0.07610121,0.787516775,150,12.67
43130,Mazet-Saint-Voy,1040,43520,0.074089225,0.786217485,1028,45.57
43131,Mazerat-Aurouze,600,43230,0.062114329,0.788699751,198,16.36
43132,Mazeyrat-d'Allier,620,43300,0.061581027,0.787536216,1228,45.88
43133,Mercœur,922,43100,0.057460114,0.788782176,150,27.43
43134,Mézères,952,43800,0.070157384,0.788195548,102,8.73
43135,Le Monastier-sur-Gazeille,940,43150,0.069706515,0.784326707,1734,39.26
43136,Monistrol-d'Allier,600,43580,0.063602712,0.78482605,256,27.49
43137,Monistrol-sur-Loire,589,43120,0.072770527,0.790493523,7451,47.96
43138,Monlet,1020,43270,0.064809885,0.789228189,377,35.34
43139,Montclard,760,43230,0.062201598,0.79011056,65,9.59
43140,Le Monteil,640,43700,0.06832964,0.786552045,538,2.18
43141,Montfaucon-en-Velay,920,43290,0.075277028,0.788641561,1207,4.97
43142,Montregard,1000,43290,0.075897578,0.788156732,594,40.01
43143,Montusclat,1060,43260,0.071985128,0.785645438,124,10.51
43144,Moudeyres,1165,43150,0.071558498,0.784622451,104,9.23
43145,Ouides,1080,43510,0.06523168,0.78370133,60,10.78
43147,Paulhac,480,43100,0.058395803,0.790668093,618,8.71
43148,Paulhaguet,520,43230,0.061328934,0.789014869,981,11.24
43149,Pébrac,674,43300,0.061227126,0.785950836,136,17.4
43150,Le Pertuis,1020,43200,0.07081188,0.787090136,375,12.08
43151,Pinols,1010,43300,0.059569063,0.786324145,267,35.13
43152,Polignac,760,43770|43000,0.067389098,0.786644123,2602,32.94
43153,Pont-Salomon,630,43330,0.074166789,0.791337146,1664,8.64
43154,Pradelles,1130,43420,0.067723629,0.781374194,581,17.43
43155,Prades,560,43300,0.062725196,0.785882992,62,4.92
43156,Présailles,1103,43150,0.070317381,0.78369161,161,22.36
43157,Le Puy-en-Velay,628,43000,0.067849676,0.7861302,20490,16.75
43158,Queyrières,1140,43260,0.071519715,0.786658704,285,14.06
43159,Raucoules,880,43290,0.074981284,0.788675516,751,20.89
43160,Rauret,981,43340,0.066177073,0.782203236,139,20.68
43162,Retournac,544,43130,0.070390102,0.78896154,2293,45.88
43163,Riotord,840,43220,0.076804193,0.789446368,1155,51.99
43164,Roche-en-Régnier,894,43130|43810,0.068732114,0.789257284,387,26.86
43165,Rosières,640,43800,0.069590151,0.78772044,1309,27.5
43166,Saint-André-de-Chalencon,830,43130,0.069260477,0.790173544,278,17.42
43167,Saint-Arcons-d'Allier,520,43300,0.061959188,0.786634403,164,16.21
43168,Saint-Arcons-de-Barges,940,43420,0.068470242,0.782571684,118,15.41
43169,Saint-Austremoine,620,43380,0.058822446,0.787526495,58,11.61
43170,Saint-Beauzire,680,43100,0.057014093,0.790207499,271,23.74
43171,Saint-Bérain,1000,43300,0.063408788,0.785960556,118,13.35
43172,Saint-Bonnet-le-Froid,1120,43290,0.077434446,0.78788529,194,13.07
43173,Saint-Christophe-d'Allier,960,43340,0.064645056,0.782877149,140,19.29
43174,Saint-Christophe-sur-Dolaison,910,43370,0.066661872,0.785330319,911,27.24
43175,Saint-Cirgues,480,43380,0.059389678,0.787938619,147,13.76
43176,Saint-Didier-d'Allier,825,43580,0.06441719,0.784879446,43,7.71
43177,Saint-Didier-en-Velay,833,43140,0.074612827,0.790677814,2891,26.28
43178,Saint-Didier-sur-Doulon,585,43440,0.061716782,0.790653512,222,34.09
43180,Saint-Étienne-du-Vigan,954,43420,0.066938229,0.781548764,110,9.49
43181,Saint-Étienne-Lardeyrol,800,43260,0.0698471,0.786663498,611,11.9
43182,Saint-Étienne-sur-Blesle,580,43450,0.054735463,0.790847457,52,17.94
43183,Sainte-Eugénie-de-Villeneuve,980,43230,0.063224551,0.787846474,109,6.37
43184,Saint-Ferréol-d'Auroure,730,43330,0.074249222,0.791589214,2052,10.85
43185,Sainte-Florine,440,43250,0.057877057,0.792466726,3002,7.6
43186,Saint-Front,1230,43550,0.072290559,0.78500548,509,52.05
43187,Saint-Geneys-près-Saint-Paulien,900,43350,0.06672975,0.788244017,254,16.86
43188,Saint-Georges-d'Aurac,620,43230,0.061804046,0.788176173,411,17.69
43189,Saint-Georges-Lagricol,840,43500,0.067825432,0.790580808,411,19.27
43190,Saint-Germain-Laprade,673,43700,0.069270181,0.786091451,2992,28.01
43191,Saint-Géron,510,43360,0.0575086,0.791385615,178,10.85
43192,Saint-Haon,1000,43340,0.065638919,0.782712299,370,38.15
43193,Saint-Hilaire,740,43390,0.059947207,0.792059528,190,14.72
43194,Saint-Hostien,830,43260,0.070627665,0.786668358,578,13.57
43195,Saint-Ilpize,480,43380,0.059113325,0.78879669,205,11.77
43196,Saint-Jean-d'Aubrigoux,980,43500,0.066530974,0.791681359,184,18
43197,Saint-Jean-de-Nay,940,43320,0.064543253,0.786639263,430,28.91
43198,Saint-Jean-Lachalm,1150,43510,0.064897154,0.784627311,281,34.92
43199,Saint-Jeures,1040,43200,0.073434728,0.787061108,782,34.63
43200,Saint-Julien-Chapteuil,840,43260,0.070879758,0.786013886,1804,28.69
43201,Saint-Julien-d'Ance,780,43500,0.068290857,0.790682607,213,17.95
43202,Saint-Julien-des-Chazes,560,43300,0.06256035,0.786222345,69,6.9
43203,Saint-Julien-du-Pinet,860,43200,0.07052584,0.788035558,345,17.4
43204,Saint-Julien-Molhesabate,1053,43220,0.077216284,0.788651281,196,27.43
43205,Saint-Just-Malmont,830,43240,0.075247933,0.791322565,3951,24.13
43206,Saint-Just-près-Brioude,564,43100,0.058497623,0.789577262,390,47.12
43207,Saint-Laurent-Chabreuges,520,43100,0.058289144,0.790289924,243,8.34
43208,Sainte-Marguerite,629,43230,0.062647615,0.78902459,37,5.46
43210,Saint-Martin-de-Fugères,1010,43150,0.068659314,0.78374494,245,20.91
43211,Saint-Maurice-de-Lignon,770,43200|43120,0.072212994,0.789320334,1803,30.17
43212,Saint-Pal-de-Chalencon,890,43500,0.069003527,0.791613449,1046,29.18
43213,Saint-Pal-de-Mons,820,43620,0.074607975,0.789708157,1748,27.26
43214,Saint-Pal-de-Senouire,860,43160,0.063723906,0.789926336,118,18.24
43215,Saint-Paul-de-Tartas,1200,43420,0.06817935,0.781955961,244,27.78
43216,Saint-Paulien,810,43350,0.066574608,0.787817379,1912,40.53
43217,Saint-Pierre-du-Champ,951,43130|43810,0.068048468,0.78970809,520,30.61
43218,Saint-Pierre-Eynac,860,43260,0.070428885,0.786217485,847,24.16
43219,Saint-Préjet-Armandon,661,43230,0.061774951,0.789863286,93,8.54
43220,Saint-Préjet-d'Allier,860,43580,0.063214847,0.783909789,199,24.42
43221,Saint-Privat-d'Allier,880,43580,0.064199023,0.78522366,414,30.78
43222,Saint-Privat-du-Dragon,680,43380,0.060175078,0.788680376,186,21.65
43223,Saint-Romain-Lachalm,920,43620,0.075684267,0.79004265,831,19.58
43224,Sainte-Sigolène,817,43600,0.073919548,0.789659687,5432,30.8
43225,Saint-Vénérand,1020,43580,0.06423297,0.783066233,52,9.65
43226,Saint-Vert,780,43440,0.061639217,0.791884958,103,20.65
43227,Saint-Victor-Malescours,880,43140,0.075262472,0.790488729,673,14.74
43228,Saint-Victor-sur-Arlanc,980,43500,0.065871642,0.79123528,107,11.75
43229,Saint-Vidal,760,43320,0.066351606,0.786712034,355,7.96
43230,Saint-Vincent,580,43800,0.068222984,0.787933759,831,20.96
43231,Salettes,900,43150,0.069236163,0.782983875,129,20.67
43232,Salzuit,568,43230,0.060848966,0.789102154,341,8.07
43233,Sanssac-l'Église,850,43320,0.065963741,0.78630477,891,15.74
43234,Saugues,960,43170,0.061886463,0.784675781,2013,79.04
43236,La Séauve-sur-Semène,722,43140,0.074171641,0.790566294,1095,8.12
43237,Sembadel,1061,43160,0.064315382,0.790202639,250,18.64
43238,Séneujols,1040,43510,0.06600254,0.784709736,270,12.24
43239,Siaugues-Sainte-Marie,906,43300,0.063369989,0.787046527,798,40.75
43240,Solignac-sous-Roche,780,43130,0.06972105,0.789809956,151,8.71
43241,Solignac-sur-Loire,850,43370,0.067844824,0.784845491,1058,24.34
43242,Tailhac,760,43300,0.060339907,0.7861302,73,12.6
43244,Tence,849,43190,0.074898867,0.787419836,2890,52.43
43245,Thoras,1080,43170,0.062187058,0.783032278,271,37.73
43246,Tiranges,860,43130|43530,0.069590118,0.790697188,405,27.01
43247,Torsiac,500,43450,0.056092943,0.791560186,71,9.11
43249,Valprivas,830,43210,0.07058403,0.790842597,401,22.41
43250,Vals-le-Chastel,520,43230,0.061459832,0.79011056,46,3.95
43251,Vals-près-le-Puy,656,43750,0.06763636,0.785921741,3391,5.16
43252,Varennes-Saint-Honorat,1068,43270,0.063462109,0.788525247,39,11.92
43253,Les Vastres,1120,43430,0.074409195,0.785213939,221,30.2
43254,Vazeilles-Limandre,1000,43320,0.064538401,0.787361645,211,11.97
43255,Vazeilles-près-Saugues,1020,43580,0.062637928,0.78363342,44,6.79
43256,Venteuges,1060,43170,0.061071985,0.78511214,380,39.5
43257,Vergezac,1040,43320,0.065042608,0.785989651,405,20.77
43258,Vergongheon,460,43360,0.057964321,0.791894679,1608,12.01
43259,Vernassal,930,43270,0.064606278,0.788016184,332,19.37
43260,Le Vernet,1100,43320,0.064097215,0.786057496,40,3.95
43261,Vézézoux,458,43390,0.058415194,0.792442491,407,7.09
43262,Vieille-Brioude,460,43100,0.059413921,0.789989387,1099,27.8
43263,Vielprat,950,43490,0.069013231,0.782891663,66,7.19
43264,Villeneuve-d'Allier,470,43380,0.058992131,0.788835505,306,14.44
43265,Les Villettes,730,43600,0.073022637,0.789480323,851,11.63
43267,Vorey,540,43800,0.068198741,0.788665795,1451,39.56
43268,Yssingeaux,869,43200,0.071970589,0.78788529,6492,81.3
44001,Abbaretz,70,44170,-0.026732632,0.829942862,1511,62.13
44002,Aigrefeuille-sur-Maine,43,44140,-0.024410366,0.821628273,2151,14.72
44003,Ancenis,19,44150,-0.020560956,0.826767308,7010,20.24
44004,Anetz,22,44150,-0.019227717,0.826966113,1367,12.06
44005,Arthon-en-Retz,10,44320,-0.03386424,0.8223167,2670,39.88
44006,Assérac,10,44410,-0.041674589,0.82781453,1360,33.66
44007,Avessac,55,44460,-0.034702957,0.831702745,2154,76.42
44008,Barbechat,77,44450,-0.022412943,0.82515776,1062,12.15
44009,Basse-Goulaine,10,44115,-0.025569074,0.824071723,7499,13.84
44010,Batz-sur-Mer,23,44740,-0.043250235,0.82514318,3049,13.17
44011,Belligné,60,44370,-0.017913868,0.828444767,1451,33.2
44012,La Bernerie-en-Retz,10,44760,-0.03555623,0.821744653,2139,6
44013,Besné,10,44160,-0.036496771,0.827247277,2031,17.78
44014,Le Bignon,20,44140,-0.026005406,0.821991928,2582,27.93
44015,Blain,21,44130,-0.030756577,0.828614477,7733,102.22
44016,La Boissière-du-Doré,80,44430,-0.021288165,0.824357813,672,9.49
44017,Bonnœuvre,40,44540,-0.021554817,0.829545318,506,15.62
44018,Bouaye,12,44830,-0.029568793,0.822811249,5251,14.14
44019,Bouée,18,44260,-0.033306693,0.825860702,661,24.68
44020,Bouguenais,20,44340,-0.028254943,0.823426972,15627,31.11
44021,Bourgneuf-en-Retz,10,44580,-0.034019382,0.821056226,2403,53.77
44022,Boussay,70,44190,-0.02069669,0.82107074,2361,26.47
44023,Bouvron,48,44130,-0.032235253,0.827576976,2411,47.48
44024,Brains,25,44830,-0.030005124,0.823266983,2172,15.49
44025,Campbon,40,44750,-0.034319961,0.827504205,2897,50.36
44026,Carquefou,30,44470,-0.02605389,0.825477739,15377,43.33
44027,Casson,34,44390,-0.027178651,0.827053332,1320,16.18
44028,Le Cellier,63,44850,-0.023469827,0.825880076,3448,35.73
44029,La Chapelle-Basse-Mer,50,44450,-0.02334863,0.825055894,4272,23.56
44030,La Chapelle-des-Marais,5,44410,-0.039095375,0.828124788,2955,17.89
44031,La Chapelle-Glain,60,44670,-0.020856685,0.831198542,761,34.84
44032,La Chapelle-Heulin,13,44330,-0.023382561,0.823388156,1852,13.58
44033,La Chapelle-Launay,50,44260,-0.03440723,0.826786683,2258,24.87
44034,La Chapelle-Saint-Sauveur,70,44370,-0.017176954,0.828003614,627,18.99
44035,La Chapelle-sur-Erdre,30,44240,-0.027057455,0.825506834,16391,33.42
44036,Châteaubriant,60,44110,-0.024003129,0.83286142,12065,33.64
44037,Château-Thébaud,50,44690,-0.024783675,0.822476689,2484,17.67
44038,Chauvé,30,44320,-0.03465449,0.822942143,1695,40.94
44039,Cheix-en-Retz,15,44640,-0.031643797,0.823489956,529,8.3
44040,Chéméré,10,44680,-0.033413351,0.82242336,1583,37.63
44041,La Chevrolière,8,44118,-0.028133729,0.821938598,4851,32.71
44043,Clisson,30,44190,-0.022354753,0.821817357,5939,11.39
44044,Conquereuil,30,44290,-0.030489924,0.831183961,955,32.89
44045,Cordemais,10,44360,-0.032758852,0.825380733,2515,37.26
44046,Corsept,5,44560,-0.035881056,0.825138319,1959,24.16
44047,Couëron,10,44220,-0.030160266,0.824008739,17808,48.82
44048,Couffé,20,44521,-0.022577772,0.827126103,1790,39.91
44049,Le Croisic,10,44490,-0.043836859,0.825395314,4278,4.5
44050,Crossac,5,44160,-0.037859107,0.82747511,2136,25.81
44051,Derval,58,44590,-0.029108218,0.831940299,2491,63.9
44052,Donges,11,44480,-0.036210731,0.825899517,6157,49.7
44053,Drefféac,10,44530,-0.035885908,0.828609617,1322,14.2
44054,Erbray,60,44110,-0.022985009,0.831760868,2351,58.49
44055,La Baule-Escoublac,7,44500,-0.04145157,0.825269214,15831,26.63
44056,Fay-de-Bretagne,40,44130,-0.031236541,0.827547881,2489,64.93
44057,Fégréac,30,44460,-0.035662889,0.830514909,1992,44.46
44058,Fercé,90,44660,-0.024667315,0.83423348,517,22.05
44059,Fresnay-en-Retz,5,44580,-0.032749167,0.820716806,855,20.66
44060,Le Fresne-sur-Loire,26,49123,-0.016178225,0.827290886,700,5.96
44061,Frossay,34,44320,-0.033728488,0.824556552,2106,59.96
44062,Le Gâvre,30,44130,-0.030480239,0.829394983,945,54.16
44063,Gétigné,30,44190,-0.021772981,0.821613759,3076,23.92
44064,Gorges,39,44190,-0.022737766,0.822069492,2649,16.34
44065,Grand-Auverné,65,44520,-0.023208028,0.830621568,684,34.75
44066,Grandchamps-des-Fontaines,30,44119,-0.027997996,0.82667523,3466,34.09
44067,Guémené-Penfao,30,44290,-0.031963767,0.8312809,4572,105.81
44068,Guenrouet,39,44530,-0.034106648,0.829365954,2408,69.9
44069,Guérande,54,44350,-0.042358164,0.826049786,13603,81.65
44070,La Haie-Fouassière,35,44690,-0.024405514,0.823005127,3337,11.84
44071,Haute-Goulaine,20,44115,-0.024904871,0.823771185,4925,20.96
44072,Herbignac,10,44410,-0.040389834,0.828158743,4353,71.38
44073,Héric,36,44810,-0.028797932,0.827523646,3987,74.72
44074,Indre,10,44610,-0.029171241,0.82379542,3643,4.72
44075,Issé,38,44520,-0.025346055,0.831179101,1776,39.24
44076,Jans,20,44170,-0.028162824,0.831169447,989,33.43
44077,Joué-sur-Erdre,23,44440,-0.024764286,0.828963551,1690,55.34
44078,Juigné-des-Moutiers,80,44670,-0.02064337,0.832172993,322,24.58
44079,Le Landreau,66,44430,-0.022771694,0.82389722,2140,23.57
44080,Lavau-sur-Loire,7,44260,-0.034305424,0.825642522,614,19.29
44081,Legé,36,44650,-0.027905877,0.818287937,3586,61.79
44082,Ligné,38,44850,-0.024032205,0.827504205,2948,45.66
44083,La Limouzinière,26,44310,-0.027852539,0.82015934,1405,29.42
44084,Le Loroux-Bottereau,50,44430,-0.023498922,0.824464473,4939,44.85
44085,Louisfert,71,44110,-0.02499699,0.832095428,796,18.36
44086,Lusanger,67,44590,-0.027716805,0.832197227,947,35.63
44087,Machecoul,5,44270,-0.031789234,0.820188368,5420,67.44
44088,Maisdon-sur-Sèvre,55,44690,-0.024153419,0.822006442,2050,17.36
44089,Malville,80,44260,-0.032487367,0.826578224,2980,31.11
44090,La Marne,16,44270,-0.030349338,0.820207809,916,17.93
44091,Marsac-sur-Don,50,44170,-0.029248803,0.830694339,1200,27.86
44092,Massérac,10,44290,-0.033398814,0.832037238,449,18.86
44093,Maumusson,52,44540,-0.019261645,0.828721136,806,24.78
44094,Mauves-sur-Loire,40,44470,-0.024327952,0.825501974,2407,14.42
44095,La Meilleraye-de-Bretagne,85,44520,-0.024458852,0.830064035,1027,28.08
44096,Mésanger,35,44522,-0.021477254,0.827862999,3133,50.26
44097,Mesquer,10,44420,-0.042896318,0.827286092,1467,16.86
44098,Missillac,29,44780,-0.037616697,0.828750231,3813,59.81
44099,Moisdon-la-Rivière,60,44520,-0.02392555,0.831154866,1733,51.12
44100,Monnières,30,44690,-0.023658916,0.82259307,1541,9.81
44101,La Montagne,5,44620,-0.029389408,0.82362085,5841,3.62
44102,Montbert,20,44140,-0.02595692,0.821279199,2296,29.08
44103,Montoir-de-Bretagne,5,44550,-0.037573063,0.826040066,6204,29.67
44104,Montrelais,16,44370,-0.016823037,0.827067913,663,14.04
44105,Mouais,30,44590,-0.028705814,0.832459016,259,10.04
44106,Les Moutiers-en-Retz,5,44580|44760,-0.03493573,0.821439188,905,9.8
44107,Mouzeil,40,44850,-0.023513459,0.828139369,1213,18.83
44108,Mouzillon,30,44330,-0.022354753,0.82276278,1760,16.43
44109,Nantes,20,44200|44300|44000|44100,-0.02712048,0.824129913,270251,65.88
44110,Nort-sur-Erdre,10,44390,-0.026209034,0.827989033,5885,67.04
44111,Notre-Dame-des-Landes,60,44130,-0.029840279,0.826961253,1649,37.64
44112,Noyal-sur-Brutz,80,44110,-0.023464975,0.833860172,481,7.81
44113,Nozay,57,44170,-0.028356748,0.830151321,3155,58.04
44114,Orvault,40,44700,-0.028274334,0.825002631,23554,27.79
44115,Oudon,20,44521,-0.022437184,0.826389139,2616,22.27
44116,Paimbœuf,11,44560,-0.035473818,0.825322543,2758,1.64
44117,Le Pallet,30,44330,-0.023314683,0.822694869,2394,11.32
44118,Pannecé,32,44440,-0.021622692,0.82878898,911,30.62
44119,Paulx,15,44270,-0.030649919,0.819621182,1354,36.01
44120,Le Pellerin,10,44640,-0.030620824,0.823814795,3774,31.46
44121,Petit-Auverné,50,44670,-0.022490506,0.830951268,386,22.74
44122,Petit-Mars,27,44390,-0.025380002,0.827189086,2438,26.31
44123,Pierric,20,44290,-0.030266924,0.832303887,783,27.77
44124,Le Pin,74,44540,-0.020124624,0.830602194,602,24.92
44125,Piriac-sur-Mer,7,44420,-0.043885329,0.826738213,1898,12.1
44126,La Plaine-sur-Mer,23,44770,-0.03821786,0.822719104,2517,16.43
44127,La Planche,20,44140,-0.025040622,0.820566537,2075,24.47
44128,Plessé,30,44630,-0.032923699,0.829734403,3416,105.24
44129,Pontchâteau,20,44160,-0.036516162,0.827892094,7773,55.68
44130,Pont-Saint-Martin,5,44860,-0.027629539,0.822462175,4754,21.84
44131,Pornic,20,44210,-0.036710086,0.822360376,11903,94.92
44132,Pornichet,12,44380,-0.040777682,0.824939581,9668,12.73
44133,Port-Saint-Père,10,44710,-0.030489924,0.822660914,2143,32.72
44134,Pouillé-les-Côteaux,70,44522,-0.020270062,0.828255682,698,12.3
44135,Le Pouliguen,5,44510,-0.042387259,0.825065615,5266,4.46
44136,Préfailles,20,44770,-0.038717215,0.822568835,1038,5.2
44137,Prinquiau,10,44260,-0.035095657,0.826636414,2055,22.98
44138,Puceul,50,44390,-0.028196771,0.829414357,630,20.35
44139,Quilly,20,44750,-0.034101796,0.828362342,905,17.8
44140,La Regrippière,80,44330,-0.020551252,0.823485095,1088,18.09
44141,La Remaudière,79,44430,-0.021690567,0.824459613,814,13.18
44142,Remouillé,37,44140,-0.024032205,0.821250171,1443,21.92
44143,Rezé,10,44400,-0.026945947,0.823533632,35478,15.64
44144,Riaillé,50,44440,-0.022558381,0.829375608,1721,50.69
44145,Rouans,17,44640,-0.03241949,0.823548146,2131,37.75
44146,Rougé,79,44660,-0.02527818,0.833991066,2143,56.82
44147,La Rouxière,60,44370,-0.018607147,0.828027849,876,20.9
44148,Ruffigné,80,44660,-0.026063577,0.833525612,603,33.84
44149,Saffré,30,44390,-0.027542273,0.829055629,2679,58.72
44150,Saint-Aignan-Grandlieu,5,44860,-0.028468258,0.822447661,3483,18.08
44151,Saint-André-des-Eaux,20,44117,-0.040297714,0.825778277,3532,25.26
44152,Sainte-Anne-sur-Brivet,20,44160,-0.034984145,0.828328387,1925,26.3
44153,Saint-Aubin-des-Châteaux,70,44110,-0.0259036,0.832880794,1312,47.68
44154,Saint-Brevin-les-Pins,10,44250,-0.037703965,0.824668072,9594,20.79
44155,Saint-Colomban,20,44310,-0.027600444,0.820474458,2027,35.9
44156,Corcoué-sur-Logne,30,44650,-0.02749864,0.8197084,1990,50.65
44157,Saint-Étienne-de-Mer-Morte,30,44270,-0.030412361,0.819083023,1003,27.48
44158,Saint-Étienne-de-Montluc,20,44360,-0.031042617,0.82515776,6231,57.49
44159,Saint-Fiacre-sur-Maine,46,44690,-0.024706112,0.822806389,996,5.93
44160,Saint-Géréon,30,44150,-0.020900318,0.826772169,2487,7.72
44161,Saint-Gildas-des-Bois,20,44530,-0.035575621,0.829302904,3059,33.62
44162,Saint-Herblain,17,44800,-0.028783393,0.8240136,43726,30.05
44163,Saint-Herblon,60,44150,-0.019106504,0.827416986,1842,37.42
44164,Saint-Hilaire-de-Chaléons,10,44680,-0.032506756,0.822084006,1545,35.36
44165,Saint-Hilaire-de-Clisson,43,44190,-0.022800789,0.82134711,1475,18.82
44166,Saint-Jean-de-Boiseau,20,44640,-0.030063296,0.823703275,4562,11.51
44168,Saint-Joachim,5,44720,-0.038392392,0.827024237,3772,86.51
44169,Saint-Julien-de-Concelles,10,44450,-0.024260076,0.824721401,6260,33.2
44170,Saint-Julien-de-Vouvantes,74,44670,-0.021608153,0.831523315,876,25.83
44171,Saint-Léger-les-Vignes,5,44710,-0.0302039,0.82265612,1158,6.71
44172,Sainte-Luce-sur-Loire,10,44980,-0.025961772,0.824687446,11261,11.45
44173,Saint-Lumine-de-Clisson,30,44190,-0.023334074,0.821739793,1348,18.25
44174,Saint-Lumine-de-Coutais,22,44310,-0.030102078,0.821264685,1335,17.86
44175,Saint-Lyphard,5,44410,-0.040215301,0.827256997,3178,24.59
44176,Saint-Malo-de-Guersac,10,44550,-0.038057883,0.826442469,3126,15.38
44178,Saint-Mars-de-Coutais,10,44680,-0.030266924,0.822277951,1858,34.56
44179,Saint-Mars-du-Désert,60,44850,-0.024517024,0.826704325,3405,30.52
44180,Saint-Mars-la-Jaille,30,44540,-0.020653058,0.829462893,2192,20.17
44181,Saint-Même-le-Tenu,10,44270,-0.031280175,0.820648962,932,18.39
44182,Saint-Michel-Chef-Chef,30,44730,-0.037471242,0.823460861,3177,25.18
44183,Saint-Molf,10,44350,-0.042275747,0.827155198,1501,23.27
44184,Saint-Nazaire,10,44600,-0.038731771,0.825181995,65874,48.21
44185,Saint-Nicolas-de-Redon,10,44460,-0.036055589,0.831533035,2800,22.14
44186,Sainte-Pazanne,10,44680,-0.03155653,0.822117962,3448,41.86
44187,Saint-Père-en-Retz,14,44320,-0.035682281,0.823916594,3454,64.11
44188,Saint-Philbert-de-Grand-Lieu,5,44310,-0.028628251,0.820930125,6253,97.95
44189,Sainte-Reine-de-Bretagne,10,44160,-0.038280881,0.828027849,1681,19.74
44190,Saint-Sébastien-sur-Loire,10,44230,-0.026291448,0.823877845,25223,11.74
44191,Saint-Sulpice-des-Landes,65,44540,-0.021031218,0.830350125,608,31.32
44192,Saint-Viaud,10,44320,-0.035226556,0.824794106,1837,32.42
44193,Saint-Vincent-des-Landes,50,44590,-0.026082969,0.831751215,1323,33.68
44194,Sautron,64,44880,-0.029176093,0.82487167,6824,17.73
44195,Savenay,50,44260,-0.033869092,0.826621833,5883,25.98
44196,Sévérac,35,44530,-0.036259217,0.829826481,1187,22.45
44197,Sion-les-Mines,70,44590,-0.027770125,0.833152304,1365,55.24
44198,Les Sorinières,31,44840,-0.026659905,0.822859719,6239,13.16
